ts,price_binance,funding_binance,price_okx,funding_okx,price_bitget,funding_bitget,price_gate,funding_gate,price_mexc,funding_mexc,price_htx,funding_htx,price_kucoin,funding_kucoin,price_bingx,funding_bingx,price_hyperliquid,funding_hyperliquid,price_coinbase,funding_coinbase
2026-07-27 00:00,65375.10,0.0000614700,65379.30,0.0000756427,65373.60,-0.0000050000,65374.50,0.0000250000,65373.90,0.0000610000,65378.40,0.0001000000,65385.80,0.0001000000,65376.30,0.0000750000,65372.00,0.0000547076,65349.80,-0.0000360000
2026-07-27 08:00,65196.21,0.0000645200,65199.00,0.0000525093,65196.10,0.0000070000,65198.10,0.0000230000,65196.10,0.0000640000,65205.60,0.0001000000,65200.10,0.0001000000,65198.50,0.0000650000,65190.00,0.0000785343,65174.50,0.0000190000
2026-07-27 16:00,64519.25,0.0000504000,64520.00,0.0000228281,64525.10,0.0000620000,64520.70,0.0000470000,64517.10,0.0000520000,64568.40,0.0001000000,64523.90,0.0000780000,64522.30,0.0000620000,64515.00,0.0000427105,64483.70,0.0000410000
2026-07-28 00:00,63721.93,0.0000420800,63727.40,0.0000242408,63729.20,0.0000550000,63728.00,0.0000370000,63723.70,0.0000420000,63776.70,0.0001000000,63735.50,0.0000800000,63725.40,0.0000550000,63737.00,0.0000064384,63700.10,0.0000390000
2026-07-28 08:00,63476.80,0.0000012500,63468.40,-0.0000191623,63474.30,0.0000530000,63472.30,-0.0000030000,63476.80,0.0000010000,63498.50,0.0001000000,63476.00,0.0001000000,63471.20,0.0000540000,63480.00,0.0000891697,63436.20,0.0000070000
2026-07-28 16:00,63903.53,0.0000668900,63895.30,0.0000217766,63887.70,0.0000450000,63895.00,0.0000420000,63899.40,0.0000660000,63918.60,0.0001000000,63900.20,0.0001000000,63899.60,0.0000660000,63910.00,0.0001000000,63862.80,0.0000180000
2026-07-29 00:00,63903.60,0.0001000000,63900.10,0.0000630483,63900.00,0.0000330000,63900.00,0.0000270000,63903.60,0.0001000000,63916.90,0.0001000000,63899.00,0.0000860000,63901.80,0.0001000000,63907.00,0.0000714686,63848.40,0.0000280000
2026-07-29 08:00,64534.36,0.0001000000,64534.70,0.0000296714,64530.30,0.0000170000,64528.90,-0.0000040000,64532.80,0.0001000000,64543.90,0.0001000000,64526.50,0.0000740000,64526.50,0.0001000000,64531.00,0.0000969701,64494.40,0.0000080000
2026-07-29 16:00,63950.19,0.0000366500,63942.90,0.0000832522,63938.00,0.0000310000,63939.80,0.0000810000,63940.30,0.0000350000,63964.70,0.0001000000,63946.00,0.0000910000,63947.00,0.0000950000,63943.00,0.0000670833,63892.10,0.0000480000
2026-07-30 00:00,63959.00,0.0000846200,63955.00,0.0000404338,63951.80,0.0000440000,63950.00,0.0000770000,63958.90,0.0000840000,63979.40,0.0001000000,63951.40,0.0001000000,63955.50,0.0000840000,63961.00,0.0000572519,63910.50,0.0000520000
2026-07-30 08:00,63984.18,0.0000727800,63980.50,0.0000962100,63979.40,0.0000790000,63982.90,0.0000670000,63981.80,0.0000720000,64000.90,0.0001000000,63987.40,0.0001000000,63988.80,0.0000970000,63979.00,0.0000856409,63933.40,0.0000730000
2026-07-30 16:00,64698.14,0.0000902900,64705.90,0.0000654209,64694.20,-0.0000490000,64702.90,0.0000650000,64694.30,0.0000910000,64708.80,0.0001000000,64700.00,0.0000180000,64700.90,-0.0000490000,64692.00,0.0000143558,64671.00,0.0000700000
2026-07-31 00:00,64750.51,0.0001000000,64757.60,0.0000837189,64745.80,0.0000050000,64750.10,0.0000680000,64750.00,0.0001000000,64770.40,0.0001000000,64750.80,0.0000660000,64752.80,0.0000030000,64755.00,0.0000396675,64738.50,0.0000710000
2026-07-31 08:00,63912.48,0.0000940500,63903.80,0.0000614627,63916.20,0.0001000000,63908.50,0.0000700000,63910.60,0.0000950000,63948.00,0.0001000000,63915.60,0.0001000000,63910.60,0.0001000000,63919.00,0.0000668960,63879.00,0.0000780000
2026-07-31 16:00,62696.72,0.0000566400,62691.30,0.0000852982,62701.30,0.0001000000,62696.00,0.0000350000,62695.40,0.0000560000,62757.30,0.0001000000,62700.50,0.0001000000,62695.00,0.0001000000,62705.00,0.0000666856,62648.70,0.0000540000
2026-08-01 00:00,62859.90,0.0000412300,62858.00,0.0000539822,62860.80,0.0000600000,62855.00,0.0000200000,62859.80,0.0000410000,62888.20,0.0001000000,62864.60,0.0000480000,62859.30,0.0000600000,62857.00,0.0000488610,62836.00,0.0000730000
2026-08-01 08:00,63019.60,0.0000316300,63021.00,0.0000258949,63020.00,0.0000220000,63017.30,-0.0000170000,63019.60,0.0000320000,63044.00,0.0001000000,63024.90,0.0000810000,63017.60,0.0000330000,63018.00,0.0000405142,62998.20,0.0000540000
2026-08-01 16:00,62976.40,0.0000354500,62974.60,-0.0000167609,62967.00,0.0000010000,62972.30,-0.0000250000,62976.50,0.0000350000,63030.10,0.0001000000,62978.00,0.0000760000,62974.00,0.0000500000,62982.00,0.0000485787,62961.40,0.0000480000
2026-08-02 00:00,62792.30,0.0000453000,62788.90,0.0000039325,62793.30,0.0000750000,62789.00,0.0000030000,62792.20,0.0000450000,62839.00,0.0001000000,62792.50,0.0000670000,62790.90,0.0000760000,62789.00,0.0000524168,62779.10,0.0000880000
2026-08-02 08:00,63468.10,0.0000894300,63461.60,0.0000386614,63460.00,0.0000440000,63463.30,-0.0000030000,63468.00,0.0000900000,63478.10,0.0001000000,63458.40,0.0000670000,63467.60,0.0001000000,63466.00,0.0000977725,63440.10,0.0000900000
2026-08-02 16:00,63081.60,0.0000770700,63080.70,0.0000145842,63082.20,0.0000920000,63083.30,0.0000470000,63081.50,0.0000770000,63116.20,0.0001000000,63088.80,0.0001000000,63079.00,0.0000930000,63102.00,0.0001000000,63066.40,0.0000760000
2026-08-03 00:00,63549.90,0.0001000000,63545.70,0.0000465978,63546.70,0.0000860000,63542.00,0.0000290000,63550.30,0.0001000000,63589.20,0.0001000000,63539.50,0.0000780000,63546.90,0.0001000000,63557.00,0.0001000000,63522.50,0.0001170000
2026-08-03 08:00,62591.00,0.0000636400,62591.20,0.0000559014,62597.40,0.0001000000,62595.10,0.0000640000,62591.00,0.0000640000,62611.90,0.0001000000,62589.90,0.0000830000,62591.90,0.0001000000,62596.00,0.0001000000,62549.40,0.0000950000
2026-08-03 16:00,63664.90,0.0000247400,63659.80,0.0000093903,63656.60,0.0000070000,63662.60,0.0000230000,63659.40,0.0000250000,63679.80,0.0001000000,63649.90,0.0000140000,63660.20,0.0000080000,63661.00,0.0000888643,63637.90,0.0000600000
2026-08-04 00:00,63497.20,0.0000308100,63503.50,0.0000207447,63499.90,0.0000040000,63503.30,0.0000430000,63497.10,0.0000290000,63514.70,0.0001000000,63500.40,0.0000120000,63501.30,0.0000020000,63492.00,0.0000361229,63485.00,0.0000650000
2026-08-04 08:00,63666.40,0.0000624800,63666.20,0.0000765568,63655.90,0.0000310000,63661.80,0.0000700000,63666.40,0.0000610000,63696.60,0.0001000000,63663.80,0.0000230000,63665.10,0.0000240000,63660.00,0.0000631467,63652.20,0.0001180000
2026-08-04 16:00,64093.54,0.0000768400,64088.10,0.0000861607,64087.00,0.0000290000,64092.40,0.0000360000,64089.80,0.0000770000,64110.40,0.0001000000,64087.20,0.0000420000,64090.30,0.0000240000,64090.00,0.0000328053,64077.70,0.0001110000
2026-08-05 00:00,64075.50,0.0000167400,64078.10,0.0000247202,64073.70,-0.0000360000,64075.70,-0.0000210000,64075.60,0.0000160000,64103.40,0.0001000000,64067.70,-0.0000090000,64076.40,-0.0000370000,64068.00,0.0000169153,64058.50,0.0000400000
2026-08-05 08:00,64141.00,0.0000101500,64143.20,0.0000583549,64144.50,0.0000020000,64141.60,0.0000410000,64141.50,0.0000090000,64145.00,0.0001000000,64145.20,0.0000350000,64141.50,-0.0000010000,64139.00,0.0000402575,64125.50,0.0000400000
2026-08-05 16:00,64353.50,0.0000267600,64351.10,-0.0000126370,64343.70,-0.0000320000,64354.20,-0.0000040000,64353.60,0.0000270000,64360.20,0.0000744928,64345.10,-0.0000290000,64352.80,-0.0000300000,64352.00,0.0000102879,64340.00,0.0000680000
2026-08-06 00:00,64633.90,0.0000659500,64626.80,0.0000678768,64620.00,-0.0001270000,64628.50,-0.0000180000,64634.00,0.0000650000,64635.00,0.0001000000,64635.10,0.0000070000,64627.90,-0.0001270000,64625.00,0.0000097189,64619.80,0.0000800000
2026-08-06 08:00,64789.40,0.0000263200,64788.20,0.0000641484,64779.10,-0.0000890000,64780.80,-0.0000310000,64789.40,0.0000260000,64792.60,0.0000683961,64787.70,0.0000190000,64788.20,-0.0000890000,64784.00,0.0000629389,64761.90,0.0000890000
2026-08-06 16:00,64604.20,0.0000593900,64599.00,0.0000595021,64592.60,0.0000110000,64601.70,0.0000320000,64604.20,0.0000580000,64601.60,0.0001000000,64597.20,0.0000640000,64601.00,0.0000090000,64599.00,-0.0000016132,64585.50,0.0000650000
2026-08-07 00:00,64300.00,0.0000079900,64297.50,0.0000516952,64300.80,0.0000060000,64296.80,0.0000050000,64299.70,0.0000080000,64306.80,0.0001000000,64292.40,0.0000140000,64296.00,-0.0000280000,64294.00,0.0000405691,64278.00,0.0000490000
2026-08-07 08:00,64290.58,0.0000457400,64289.70,0.0000732812,64285.60,0.0000320000,64283.80,0.0000110000,64290.00,0.0000460000,64276.00,0.0000647575,64290.10,0.0000450000,64288.60,-0.0000090000,64288.00,0.0000594181,64275.20,0.0000550000
2026-08-07 16:00,64885.50,0.0000630800,64884.70,0.0000118733,64879.70,-0.0001160000,64891.40,0.0000330000,64885.40,0.0000630000,64888.10,0.0001000000,64884.30,0.0000010000,64882.20,-0.0001180000,64877.00,-0.0000132266,64881.90,0.0000450000
2026-08-08 00:00,64885.45,0.0000555700,64885.90,0.0000377794,64884.00,0.0000030000,64885.00,-0.0000110000,64885.40,0.0000550000,64875.00,0.0000486834,64881.50,-0.0000030000,64887.30,0.0000020000,64886.00,-0.0000040725,64890.10,0.0000640000
2026-08-08 08:00,64936.30,0.0000541700,64933.90,0.0000355956,64935.00,-0.0000010000,64926.50,0.0000150000,64936.30,0.0000530000,64943.90,0.0001000000,64928.30,0.0000490000,64934.80,-0.0000030000,64926.00,0.0000212100,64935.80,0.0000480000
2026-08-08 16:00,65049.73,0.0000580100,65046.20,0.0000251132,65044.70,-0.0000220000,65045.40,0.0000150000,65048.50,0.0000570000,65053.90,0.0001000000,65048.40,0.0000270000,65051.50,-0.0000230000,65051.00,0.0000479789,65040.40,0.0000460000
2026-08-09 00:00,64928.89,0.0000442300,64928.40,0.0000465305,64929.00,0.0000110000,64930.60,0.0000340000,64928.50,0.0000440000,64925.10,-0.0000494432,64924.80,0.0000270000,64930.60,-0.0000090000,64933.00,0.0000366900,64920.40,0.0000480000
2026-08-09 08:00,64793.70,0.0000666700,64790.30,0.0000073997,64792.90,0.0000510000,64789.80,0.0000420000,64793.60,0.0000670000,64812.30,0.0001000000,64796.30,0.0000580000,64794.10,0.0000070000,64795.00,0.0000513818,64788.40,0.0000710000
2026-08-09 16:00,65207.70,0.0000705400,65200.00,0.0000104271,65195.70,-0.0000210000,65197.20,-0.0000360000,65207.70,0.0000690000,65191.60,0.0001000000,65189.30,0.0000070000,65202.90,-0.0000200000,65200.00,0.0000516095,65178.00,0.0000440000
2026-08-10 00:00,64869.50,0.0000749700,64870.10,0.0000922149,64870.10,0.0000200000,64865.60,0.0000610000,64867.80,0.0000750000,64889.40,0.0001000000,64864.70,-0.0000270000,64870.10,0.0000150000,64868.00,0.0000300865,64842.40,0.0000210000
2026-08-10 08:00,65183.48,0.0000790800,65179.10,0.0000574401,65177.40,0.0000380000,65175.70,0.0000020000,65182.90,0.0000780000,65188.10,0.0001000000,65179.70,0.0000340000,65181.20,0.0000300000,65181.00,0.0000758408,65159.60,0.0000100000
2026-08-10 16:00,64272.43,0.0000505700,64277.10,0.0000967237,64277.90,0.0000780000,64271.90,0.0000940000,64268.70,0.0000500000,64281.40,0.0001000000,64270.70,0.0000970000,64273.10,0.0000950000,64276.00,0.0000970582,64245.40,0.0000300000
2026-08-11 00:00,63939.20,0.0000230100,63947.60,0.0001000000,63951.40,0.0001000000,63947.60,0.0000640000,63939.20,0.0000230000,63962.00,0.0001000000,63944.60,0.0001000000,63944.90,0.0001000000,63951.00,0.0001000000,63930.40,0.0000730000
2026-08-11 08:00,64033.29,0.0000196200,64035.00,0.0001000000,64049.90,0.0001000000,64034.30,0.0000610000,64031.60,0.0000200000,64041.60,0.0001000000,64036.80,0.0001000000,64034.40,0.0001000000,64045.00,0.0001000000,64018.60,0.0000770000
2026-08-11 16:00,63585.56,0.0000828200,63584.60,0.0001000000,63592.30,0.0000480000,63588.70,0.0000480000,63593.00,0.0000800000,63592.30,0.0001000000,63590.70,0.0000740000,63586.80,0.0001000000,63585.00,0.0000716471,63569.30,0.0000700000
2026-08-12 00:00,63572.00,0.0001000000,63566.00,0.0000495294,63571.50,0.0001000000,63563.50,0.0000100000,63571.50,0.0001000000,63585.00,0.0001000000,63567.40,0.0001000000,63572.90,0.0001000000,63560.00,0.0000383290,63542.30,0.0000740000
2026-08-12 08:00,63810.90,0.0000856800,63803.40,0.0000665168,63808.80,0.0000650000,63804.80,0.0000650000,63804.80,0.0000850000,63814.90,0.0001000000,63804.00,0.0000730000,63803.50,0.0000850000,63809.00,0.0000533333,63779.20,0.0000500000
2026-08-12 16:00,63422.44,0.0000660100,63417.70,0.0000887121,63428.40,0.0000810000,63423.30,0.0001000000,63421.50,0.0000660000,63431.10,0.0001000000,63422.20,0.0001000000,63419.60,0.0000880000,63424.00,0.0000802948,63392.70,0.0000510000
2026-08-13 00:00,63454.70,0.0000657600,63461.50,0.0001000000,63465.30,0.0001000000,63452.00,0.0000820000,63454.60,0.0000650000,63464.20,0.0001000000,63463.40,0.0001000000,63459.30,0.0001000000,63467.00,0.0001000000,63424.00,0.0000780000
2026-08-13 08:00,63833.46,0.0000721800,63835.20,0.0000691212,63825.40,0.0000700000,63838.60,0.0000580000,63832.90,0.0000730000,63821.80,0.0000935392,63821.00,0.0000640000,63834.80,0.0000750000,63831.00,0.0000839664,63809.40,0.0000610000
2026-08-13 16:00,63387.04,0.0000784100,63384.00,0.0000559149,63383.50,0.0001000000,63389.10,0.0000780000,63385.80,0.0000790000,63388.10,0.0001000000,63386.40,0.0000690000,63388.80,0.0001000000,63397.00,0.0000718957,63366.50,0.0000650000
2026-08-14 00:00,63455.99,0.0000854500,63456.80,0.0001000000,63467.20,0.0001000000,63458.60,0.0000640000,63456.80,0.0000850000,63458.50,0.0001000000,63461.00,0.0001000000,63457.70,0.0001000000,63479.00,0.0001000000,63440.50,0.0000830000
2026-08-14 08:00,62888.10,0.0000599900,62887.50,0.0000826027,62894.40,0.0001000000,62888.20,0.0001000000,62889.90,0.0000600000,62895.00,0.0001000000,62893.70,0.0001000000,62885.40,0.0001000000,62909.00,0.0001000000,62861.70,0.0000910000
2026-08-14 16:00,62962.00,0.0000062900,62966.20,0.0001000000,62965.00,0.0001000000,62950.60,0.0000430000,62956.00,0.0000060000,62955.70,0.0001000000,62961.40,0.0001000000,62963.20,0.0001000000,62969.00,0.0001000000,62923.30,0.0000540000
2026-08-15 00:00,63015.08,0.0000680100,63019.60,0.0000885927,63028.10,0.0001000000,63017.60,0.0001000000,63015.00,0.0000680000,63013.50,0.0000196905,63021.50,0.0001000000,63015.00,0.0001000000,63029.00,0.0001000000,62993.70,0.0000570000
2026-08-15 08:00,63050.02,0.0000652300,63049.00,0.0000765914,63043.50,0.0000990000,63047.90,0.0000270000,63049.90,0.0000640000,63031.80,0.0000541914,63039.90,0.0000900000,63048.40,0.0001000000,63051.00,0.0001000000,63018.80,0.0000600000
2026-08-15 16:00,63068.07,0.0000531100,63065.00,0.0000647376,63069.20,0.0000930000,63069.20,0.0000760000,63068.00,0.0000530000,63070.80,0.0000381538,63072.30,0.0000690000,63066.80,0.0000930000,63075.00,0.0001000000,63033.90,0.0000330000
2026-08-16 00:00,63053.97,0.0000096600,63057.40,0.0000509375,63057.00,0.0000590000,63057.60,0.0000150000,63054.00,0.0000090000,63056.00,-0.0000183972,63054.20,0.0000110000,63056.70,0.0000600000,63057.00,0.0000952041,63024.80,0.0000390000
2026-08-16 08:00,63034.84,0.0000183900,63031.00,0.0000458871,63031.40,0.0000760000,63035.60,0.0000180000,63034.40,0.0000180000,63026.90,0.0000090513,63025.30,0.0000490000,63031.40,0.0000780000,63040.00,0.0000942595,63000.10,0.0000350000
2026-08-16 16:00,63114.27,0.0000500000,63106.90,0.0000656875,63114.10,0.0000790000,63109.10,0.0000090000,63113.80,0.0000500000,63100.00,0.0000008186,63108.30,0.0000460000,63110.90,0.0000790000,63114.00,0.0000976713,63077.50,0.0000450000
2026-08-17 00:00,62876.00,0.0000381800,62878.70,0.0001000000,62880.30,0.0000650000,62878.00,0.0000450000,62875.90,0.0000380000,62870.50,0.0000226482,62877.00,0.0000800000,62876.50,0.0001000000,62874.00,0.0000866627,62850.50,0.0000430000
2026-08-17 08:00,63495.98,0.0000713100,63499.90,0.0000325081,63488.00,-0.0000110000,63494.30,0.0000050000,63495.10,0.0000710000,63496.80,0.0000569662,63491.20,-0.0000060000,63497.30,0.0000710000,63492.00,0.0000547491,63472.20,0.0000560000
2026-08-17 16:00,64169.80,0.0000920200,64170.00,0.0000234012,64164.30,0.0000200000,64166.50,0.0000420000,64169.80,0.0000930000,64156.00,0.0000909420,64162.10,0.0000140000,64169.70,0.0000170000,64164.00,-0.0000005199,64153.40,0.0000670000
2026-08-18 00:00,64504.10,0.0000516400,64500.10,-0.0000171992,64497.60,-0.0000520000,64500.00,0.0000270000,64504.20,0.0000510000,64500.10,-0.0000320294,64503.30,-0.0000700000,64500.70,-0.0000530000,64494.00,-0.0000780672,64487.40,0.0000640000
2026-08-18 08:00,64171.00,0.0000502000,64174.40,0.0000521316,64165.70,0.0000830000,64160.50,0.0000420000,64170.80,0.0000490000,64173.60,0.0000671636,64163.80,0.0000120000,64172.40,0.0000320000,64167.00,-0.0000440925,64148.10,0.0000690000
2026-08-18 16:00,64823.80,0.0000365000,64828.00,0.0000196881,64818.60,-0.0000400000,64823.20,0.0000000000,64823.80,0.0000360000,64807.60,-0.0000060167,64817.00,-0.0000310000,64825.90,-0.0000380000,64821.00,0.0000024457,64827.80,0.0000650000
2026-08-19 00:00,64694.00,0.0000161700,64700.60,0.0000591412,64696.40,0.0000380000,64697.80,0.0000270000,64694.10,0.0000160000,64690.50,0.0000161141,64697.60,0.0000010000,64695.80,0.0000140000,64696.00,0.0000085688,64699.40,0.0000660000
2026-08-19 08:00,64267.18,0.0000381500,64266.10,0.0000958442,64271.00,0.0001000000,64258.40,0.0000570000,64266.00,0.0000380000,64272.10,0.0001000000,64269.30,0.0000650000,64267.20,0.0000160000,64267.00,0.0000256163,64251.00,0.0000640000
2026-08-19 16:00,68544.29,0.0001000000,68530.00,0.0000467645,68503.00,-0.0001180000,68508.20,-0.0000300000,68524.90,0.0001000000,68518.40,-0.0000169597,68505.40,-0.0000350000,68532.30,-0.0001170000,68533.00,0.0000276846,68518.40,0.0000550000
